<<<<<<< HEAD
date,open,high,low,close,price_change_pct,volume,turnover,year,eps_x,pe-ratio_x,roe_x,dividend_x,eps_y,pe-ratio_y,roe_y,dividend_y,net-margin,pb-ratio,debt-equity
2024-08-13,492.0,499.0,480.0,483.0,-0.68,191232,93039682.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-14,483.0,500.0,480.0,498.0,3.11,294882,145106777.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-15,505.0,522.0,496.0,510.0,2.41,439853,224505848.5,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-18,510.0,517.2,496.0,499.0,-2.16,272463,137174267.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-21,499.0,505.0,488.0,492.0,-1.4,220721,108822960.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-22,501.0,531.4,495.0,511.0,3.86,442632,229163225.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-25,516.0,518.0,495.0,496.0,-2.94,215726,108464306.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-27,488.0,497.0,471.5,473.1,-4.62,237705,114346261.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-28,473.1,490.0,466.0,470.0,-0.66,164178,78474816.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-08-29,472.0,472.0,459.8,460.0,-2.13,136833,63404923.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-01,461.0,468.0,453.1,457.0,-0.65,107468,49202201.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-02,453.2,482.0,453.2,479.0,4.81,126717,59572273.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-03,481.0,488.0,467.0,477.0,-0.42,124692,59708757.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-04,482.0,489.6,458.1,461.0,-3.35,185858,88045658.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-05,451.8,467.0,451.8,463.0,0.43,74723,34360256.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-08,471.9,472.2,455.0,455.0,-1.73,57628,26618264.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-09,455.0,460.0,440.1,442.0,-2.86,95853,42780659.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-10,433.2,450.6,433.2,445.0,0.68,63432,28247085.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-11,445.0,447.9,438.0,441.0,-0.9,42791,18927294.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-12,432.2,453.0,432.2,451.0,2.27,67545,30218748.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-15,458.0,461.5,439.0,439.0,-2.66,77503,34925447.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-16,447.5,447.7,430.0,433.0,-1.37,59732,25979992.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-18,440.0,441.0,425.1,430.3,-0.62,61907,26813460.5,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-22,438.9,445.0,432.2,435.0,1.09,45710,19982260.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-23,439.0,439.0,426.4,431.9,-0.71,47509,20392952.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-24,431.9,438.9,417.0,419.0,-2.99,47763,20212052.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-25,420.0,430.0,408.8,429.0,2.39,48565,20406222.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-26,434.9,435.0,425.5,426.0,-0.7,44269,19009162.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-29,422.0,431.9,416.4,421.0,-1.17,36522,15424716.5,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-09-30,428.0,428.0,422.5,428.0,1.66,21107,8971088.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-01,434.0,449.0,430.0,448.9,4.88,53250,23564604.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-02,450.0,452.9,440.0,449.0,0.02,44107,19656529.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-06,445.0,455.9,441.0,454.0,1.11,36335,16424009.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-07,458.0,465.0,454.5,460.0,1.32,34466,15859061.9,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-08,460.0,462.0,455.5,457.9,-0.46,28044,12836060.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-09,453.0,459.0,452.0,457.0,-0.2,15269,6954719.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-15,459.9,462.7,451.1,460.2,0.7,12798,5886545.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-16,463.0,475.0,458.0,470.0,2.13,29086,13638394.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-17,473.0,475.0,467.0,469.2,-0.17,43290,20433704.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-20,460.0,469.0,455.0,458.5,-2.28,68715,31706006.0,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-21,458.5,458.5,444.0,445.0,-2.94,34740,15598090.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-22,449.0,453.0,442.0,453.0,1.8,28321,12667892.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-23,452.8,454.0,446.1,447.0,-1.32,15925,7149175.5,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-24,443.0,452.0,443.0,445.0,-0.45,30247,13506777.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-27,441.0,445.1,440.5,441.0,-0.9,10320,4565917.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-28,445.0,447.0,443.0,446.5,1.25,11309,5030237.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-29,448.0,457.8,448.0,453.0,1.46,20234,9154480.6,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-10-30,460.0,460.0,448.0,449.0,-0.88,23773,10735472.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-05,455.0,455.0,445.6,448.0,-0.22,13682,6149151.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-06,452.9,453.0,445.2,450.0,0.45,15659,7030611.0,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-10,450.0,461.9,448.3,458.0,1.78,50232,22935199.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-11,460.1,467.1,458.2,461.0,0.66,55126,25527502.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-12,460.0,465.0,455.0,455.0,-1.3,30314,13939349.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-13,457.0,458.0,451.2,456.0,0.22,19556,8894062.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-14,462.6,463.0,453.1,457.5,0.33,32896,15100719.9,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-17,464.9,465.9,457.5,457.5,0.0,54168,24968888.9,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-19,460.0,460.0,450.0,450.0,-1.64,62943,28653718.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-20,449.0,460.9,444.1,458.9,1.98,49149,22294922.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-21,460.0,463.6,453.0,455.0,-0.85,52610,24084463.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-24,454.0,460.0,449.0,449.1,-1.3,30123,13599651.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-25,444.0,454.8,444.0,447.0,-0.47,21246,9534684.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-26,455.9,455.9,448.0,451.0,0.89,26030,11712823.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-27,451.0,458.0,447.2,458.0,1.55,37087,16842148.5,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-11-28,453.1,477.0,453.1,460.0,0.44,118450,55293010.9,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-01,458.8,471.0,454.0,470.0,2.17,123002,57054792.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-02,473.2,476.5,456.0,457.5,-2.66,92486,43422948.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-03,464.0,464.8,453.0,454.2,-0.72,31965,14616212.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-04,463.2,463.2,449.0,449.0,-1.14,51042,23118304.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-05,454.9,454.9,445.1,446.0,-0.67,44952,20121345.9,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-08,446.0,449.4,434.0,440.0,-1.35,49899,21889961.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-09,437.1,445.0,431.5,435.0,-1.14,31667,13851941.1,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-10,436.1,442.7,436.0,436.0,0.23,20832,9122042.0,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-11,440.0,443.6,433.1,443.6,1.74,19369,8508027.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-12,448.5,448.5,437.0,439.0,-1.04,28737,12701264.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-16,435.0,438.9,430.1,430.3,-1.98,17314,7497744.5,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-17,427.0,430.5,422.1,428.0,-0.53,37364,15921315.8,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-18,430.0,435.0,424.1,424.1,-0.91,18583,7936112.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-19,424.0,427.9,420.0,420.0,-0.97,46687,19728459.4,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-22,417.0,418.0,400.0,401.0,-4.52,62577,25350731.7,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-23,402.1,405.0,399.0,400.0,-0.25,45923,18422458.9,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-24,401.0,413.0,395.0,407.0,1.75,48790,19789615.2,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-26,400.0,409.9,400.0,403.0,-0.98,19360,7839320.0,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-29,402.0,404.9,395.1,396.5,-1.61,29431,11762009.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2024-12-31,395.0,395.3,386.0,389.0,-1.89,30523,11877298.3,2024,18.25,19.45,11.45,11.0,7.64,48.55,4.63,5.0,10.58,2.38,10.12
2025-01-01,390.0,399.0,390.0,396.0,1.8,19586,7755616.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-02,396.0,396.2,386.0,394.6,-0.35,19208,7531659.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-05,391.0,398.0,390.5,393.9,-0.18,25082,9843189.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-06,389.1,401.8,388.0,400.0,1.55,33220,13189002.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-07,400.0,400.0,396.0,396.0,-1.0,15967,6352682.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-08,396.0,403.0,395.0,402.0,1.52,39187,15623408.4,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-09,405.0,405.0,395.0,397.0,-1.24,29802,11843208.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-12,398.0,400.0,392.0,392.4,-1.16,15214,5994712.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-13,385.3,392.9,385.1,389.0,-0.87,36240,14101827.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-15,396.0,396.0,388.0,389.0,0.0,11894,4628251.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-16,390.0,392.0,386.4,386.4,-0.67,16867,6555155.7,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-19,386.2,390.0,380.0,382.0,-1.14,38449,14698141.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-20,384.0,386.7,379.1,380.7,-0.34,23879,9111899.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-21,385.0,385.0,378.7,381.0,0.08,52154,19844795.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-22,381.0,394.0,379.0,386.0,1.31,39833,15469426.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-23,389.0,392.0,380.2,385.0,-0.26,64904,25071658.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-26,383.0,392.0,380.0,387.3,0.6,25137,9729647.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-27,385.0,392.0,382.0,386.0,-0.34,51025,19817929.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-01-28,389.9,399.0,387.0,398.0,3.11,61585,24172357.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-02,398.0,413.0,398.0,410.0,3.02,61113,24962999.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-03,412.0,414.0,400.1,405.0,-1.22,51488,21011708.7,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-04,405.0,411.5,401.0,404.0,-0.25,38939,15786452.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-05,404.0,410.0,401.2,403.5,-0.12,25552,10315309.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-06,403.0,405.0,399.0,400.0,-0.87,39555,15838777.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-09,401.0,405.0,397.3,398.0,-0.5,27567,11008060.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-10,397.0,400.0,394.5,395.5,-0.63,20998,8312485.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-11,400.0,403.4,395.2,396.5,0.25,19709,7829164.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-12,398.0,400.9,395.0,395.0,-0.38,32251,12858750.7,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-13,400.0,400.0,393.2,394.0,-0.25,22862,9025729.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-16,400.0,400.0,392.0,396.0,0.51,42798,16834186.7,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-17,400.0,400.0,394.1,397.2,0.3,40882,16267192.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-18,401.9,403.0,397.1,399.2,0.5,52192,20901911.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-20,400.1,400.5,396.0,396.0,-0.8,33691,13380065.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-23,390.0,397.9,389.0,395.0,-0.25,48262,18941421.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-24,395.0,398.0,393.0,394.0,-0.25,56100,22134355.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-25,391.0,397.0,391.0,395.0,0.25,30334,11963153.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-02-27,402.9,409.0,397.0,404.0,2.28,63828,25648536.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-02,406.0,416.0,405.2,415.0,2.72,57843,23824423.4,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-03,419.9,426.4,415.0,415.8,0.19,65900,27631448.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-04,415.1,421.0,412.0,414.0,-0.43,54502,22672482.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-05,419.0,422.2,403.0,407.9,-1.47,80552,33041351.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-06,407.9,415.8,406.0,415.0,1.74,47028,19400514.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-09,415.1,415.1,407.1,409.9,-1.23,42870,17589531.7,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-10,411.0,413.0,407.0,411.7,0.44,50413,20648399.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-11,415.0,427.0,406.0,412.1,0.1,123977,51889209.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-12,418.0,419.7,411.0,412.6,0.12,30675,12715830.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-16,409.9,410.0,404.0,404.8,-1.89,39168,15883164.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-17,405.0,407.0,400.1,400.3,-1.11,31400,12648993.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-18,408.3,408.3,399.0,399.9,-0.1,20918,8371406.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-19,400.0,400.0,395.0,398.0,-0.48,23415,9318502.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-20,397.9,404.0,396.0,399.42,0.36,34567,13810330.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-23,392.5,396.0,389.0,389.88,-2.39,31588,12376391.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-24,385.0,395.0,384.0,393.03,0.81,22901,8972404.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-25,391.0,391.0,380.0,380.49,-3.19,50912,19530353.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-26,380.0,390.0,380.0,387.96,1.96,13546,5218095.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-27,382.0,395.0,382.0,394.51,1.69,15262,5994828.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-03-30,398.0,402.0,394.5,396.04,0.39,32934,13087532.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-01,396.0,396.0,391.1,392.74,-0.83,19846,7798780.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-02,397.0,397.0,390.2,393.1,0.09,15716,6177594.4,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-03,393.2,397.0,393.1,395.07,0.5,21225,8372950.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-07,399.0,399.0,392.0,392.44,-0.67,25129,9892732.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-08,387.3,390.0,387.0,389.46,-0.76,17778,6896758.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-09,385.0,397.1,385.0,394.95,1.41,22031,8709286.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-10,390.0,397.8,390.0,395.07,0.03,29815,11766253.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-13,399.0,399.0,394.2,395.86,0.2,19897,7861280.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-15,399.0,402.2,396.2,396.45,0.15,22522,9000171.4,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-16,399.8,402.0,399.0,400.75,1.08,25830,10339054.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-17,401.0,411.8,398.0,409.71,2.24,32046,13026251.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-20,414.9,414.9,403.2,405.37,-1.06,23349,9481364.9,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-21,399.0,409.0,399.0,408.13,0.68,21482,8748402.6,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-22,412.0,412.0,400.2,402.26,-1.44,21418,8703858.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-23,396.0,400.0,395.0,396.41,-1.45,17499,6940560.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-24,392.1,396.9,392.1,396.18,-0.06,12677,4998838.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-27,397.0,398.0,391.4,392.22,-1.0,18806,7414932.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-28,392.5,395.0,389.6,390.05,-0.55,22461,8773563.3,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-29,384.5,391.0,384.5,388.21,-0.47,60722,23584681.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-04-30,391.0,391.0,386.9,388.14,-0.02,13062,5073267.8,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-05-04,394.0,394.0,388.1,390.02,0.48,18484,7195861.5,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-05-05,391.1,394.0,388.0,389.09,-0.24,11131,4332980.1,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-05-06,385.3,390.9,385.2,387.72,-0.35,18112,7035474.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-05-07,385.5,400.0,385.5,396.89,2.37,37593,14826328.0,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
2025-05-08,398.0,405.9,393.0,396.89,0.0,22075,8809278.2,2025,21.1,18.77,13.22,10.53,21.1,19.93,13.22,10.53,26.35,2.63,10.3
